case_name,obj_val,solve_time,Optimal,primal_feasibility,dual_feasibility,time_limit,esti_obj_val,dual_infeasibility,constraint_violation,overall_nlp,complementarity,var_bound_violation,esti_Optimal,va_1,va_5,va_4,va_2,va_3,vm_5,vm_1,vm_4,vm_3,vm_2,pg_2,pg_5,pg_1,pg_3,pg_4,qg_4,qg_1,qg_5,qg_3,qg_2,pf_5,pf_6,pf_4,pf_2,pf_1,pf_3,pt_5,pt_6,pt_4,pt_3,pt_1,pt_2,qf_4,qf_3,qf_1,qf_5,qf_6,qf_2,qt_5,qt_3,qt_2,qt_4,qt_1,qt_6,pd_1,pd_3,pd_2,qd_2,qd_3,qd_1
case5.m_1,10323.382377654434,0.047904014587402344,LOCALLY_SOLVED,FEASIBLE_POINT,FEASIBLE_POINT,1.0,1.5891429665844000e+04,3.8095717274943136e-07,3.6859404417555197e-14,3.8095717274943136e-07,1.0084125385397943e-07,2.6628123706018414e-08,1.5891429665844000e+04,0.04608612639452159,0.06212692820678613,-3.6930881998443812e-37,-0.02815373145564432,-0.03931242804926832,1.0735555709883366,1.0814117174285105,1.0683322207796537,1.1000000105710395,1.085574643171217,1.7000000164655376,5.152612321744922,0.400000009651408,0.6869233502542654,-8.26589072300409e-9,-0.06496105284276486,0.30000000744376476,-1.5683279534659964,3.900000031846309,1.2750000101937646,-1.4205572009626857,-2.3850776365337634,1.0786702011977582,1.7835421427057456,3.063572824314959,-2.7471149409037587,1.4299541221429588,2.399921344297038,-1.0753994013691193,2.7526909774478834,-3.0407242010983544,-1.7749946201606426,-1.5618786789808896,1.6072277822464418,-0.35565105486107196,1.3414306083469687,0.12127488603463481,0.32342329025215977,-1.2553853913060293,-1.5877598527099932,-0.2455505475713704,1.5724694234993404,0.5757786789808897,0.019431899243996905,1.9620539999005961,2.7301181262855563,3.1828799525860707,0.9861,1.3147,0.9861
case5.m_2,12665.68358759165,0.03689694404602051,LOCALLY_SOLVED,FEASIBLE_POINT,FEASIBLE_POINT,1.0,6.5961637492797381e+03,4.4147563911539571e-09,2.7786106748806105e-12,3.8787951144398442e-08,3.8787951144398442e-08,5.9926366979823342e-08,6.5961637492797381e+03,0.043977946466230086,0.06193592301490719,6.5323123533651155e-40,-0.040595013350547125,-0.04738663371437298,1.075141826097498,1.0824735898040865,1.0697599432074065,1.100000010880458,1.0849908023435195,1.7000000168050309,5.513898299973275,0.4000000098730806,1.3472617621184524,-9.441710273537367e-9,-0.03876624637935565,0.3000000091102005,-1.5066241756404704,3.9000000353672823,1.2750000118602005,-1.7429139137468748,-2.385067705695588,0.594053463220908,1.7065415796518346,3.500851278465347,-3.10739283143907,1.754769498246594,2.3998677619490634,-0.591483540484678,3.1140305380242115,-3.4712474753076097,-1.6987221042511629,-1.5756143943971066,1.561814513322151,-0.3018386394648432,1.3346919325107711,0.11505360176855423,0.31502414711309307,-1.224070369546862,-1.5318190705352803,-0.24444947860104782,1.5792081028565113,0.5895143943971065,0.025194894894809847,2.8771940120867017,2.3290203022584466,3.681659216350005,0.9861,1.3147,0.9861
case5.m_3,8528.958574314132,0.051088809967041016,LOCALLY_SOLVED,FEASIBLE_POINT,FEASIBLE_POINT,1.0,2.4819641682250087e+04,1.2569414504113979e-10,3.7969627442180354e-14,1.0023632043221139e-07,1.0023632043221139e-07,4.7611043996198532e-08,2.4819641682250087e+04,0.046961908415273756,0.06244863094841979,-3.683040247584253e-37,-0.024216662346283675,-0.02073443224614179,1.0708443568558037,1.0789432807497366,1.0657473617105244,1.1000000105111134,1.083924604259456,1.7000000164771703,5.035926662005442,0.40000000965639426,0.1276773012888068,-7.4481093759972296e-9,-0.09669124415191789,0.3000000073273334,-1.6001621048323507,3.900000027146719,1.2750000100773333,-0.6838250872078866,-2.3850354003340617,-0.5403047267592253,1.8086013991183727,2.9220694725816205,-2.6306708455664287,0.6894164020836435,2.399954272501949,0.5428063459445918,2.635972389503493,-2.9011138343685006,-1.7997763676449061,-1.5695619390146403,1.6318764627575362,-0.3822324365802555,1.3414060014843996,0.1266794794933687,0.32535599122738595,-1.293398257574165,-1.6149792375130856,-0.24467246607112159,1.5724940256623192,0.5834619390146402,0.01481713268073503,3.4414185611277257,3.4953953584472144,0.26869604255210167,0.9861,1.3147,0.9861
case5.m_4,6596.163749279738,0.04473710060119629,LOCALLY_SOLVED,FEASIBLE_POINT,FEASIBLE_POINT,1.0,1.5891429665844000e+04,3.8095717274943136e-07,3.6859404417555197e-14,3.8095717274943136e-07,1.0084125385397943e-07,2.6628123706018414e-08,1.5891429665844000e+04,0.032376913308555744,0.05292072137557398,1.7109420873561234e-30,-0.03722551763362636,-0.034444827812751926,1.1000000107375592,1.0995368567197408,1.0970279505337064,1.0944868539565153,1.0857571828067878,0.024109163820218434,6.000000059926367,0.4000000096363637,-9.975425094316715e-9,-9.98539735947065e-9,1.499997481403932,0.042073499375717895,-0.3365486752528004,1.8858866833129244,0.6022431752719926,-1.3853395252423992,-2.133158722070765,-0.38978648079456396,1.2827652378585064,2.9889920272178756,-3.8476480916198,1.3901095411739,2.144451911246986,0.3905693532871176,3.8555481486793814,-2.967953118614345,-1.278626934786671,-0.8491329412497935,0.3261758807376444,0.33885539893039446,0.06483390857377257,0.15636318372381836,-0.020714605020328444,-0.02522637221713036,-0.2849839882188693,0.05416066989724435,0.834952774739152,-0.13696705875020646,-0.05156468703393111,3.357739599408909,2.021676105698139,0.9947701619798566,0.9861,1.3147,0.9861
case5.m_5,24775.344254825268,0.03621792793273926,LOCALLY_SOLVED,FEASIBLE_POINT,FEASIBLE_POINT,1.0,6.5961637492797381e+03,4.4147563911539571e-09,2.7786106748806105e-12,3.8787951144398442e-08,3.8787951144398442e-08,5.9926366979823342e-08,6.5961637492797381e+03,0.04991912333734903,0.06286865619118003,-9.89464023159646e-35,-0.007680683663610509,0.007274130638882811,1.0673727368991475,1.0760607131903217,1.0625711478954236,1.1000000104240988,1.0827946696360935,1.7000000164983493,4.558902840340398,0.4000000096656708,5.200000039501651,0.3766103144251138,-0.08554886831041003,0.30000000706051033,-1.6634406407302589,3.900000023347146,1.2750000098105103,0.42078880525084456,-2.3849805371481314,-1.8024656369669516,1.9100888761019161,2.344670308993258,-2.154759158931154,-0.41591243207843465,2.3999963984531125,1.80762147045394,2.1589064418872854,-2.330893666249755,-1.9002184535830688,-1.543264345671222,1.673173097818985,-0.4276939676362129,1.341138777204824,0.13834957423306118,0.32952088668824875,-1.3002576691454373,-1.6676053669941682,-0.2383407733980339,1.5727612461423222,0.5571643456712221,0.004164726263909184,4.133359303216706,5.077721737234748,2.971589763796867,0.9861,1.3147,0.9861
case5.m_6,15891.429665844,0.04969000816345215,LOCALLY_SOLVED,FEASIBLE_POINT,FEASIBLE_POINT,1.0,2.4819641682250087e+04,1.2569414504113979e-10,3.7969627442180354e-14,1.0023632043221139e-07,1.0023632043221139e-07,4.7611043996198532e-08,2.4819641682250087e+04,0.05059376116430032,0.06291763917863263,3.2802388118776766e-35,-0.003671187465950816,0.008593506001492867,1.0669727090349101,1.075817710253718,1.0622168546218715,1.1000000103494942,1.0831279084983017,1.7000000164913882,4.443749923693614,0.400000009662593,2.7792265688839057,-6.915111267890169e-10,-0.09040716692837344,0.3000000070090184,-1.6806150581636514,3.9000000266281236,1.2750000097590184,0.4734247298658884,-2.3849715951482997,-1.5063065934253994,1.9346298208880781,2.2052141462390655,-2.0398439409731624,-0.46837804659949167,2.3999986850450794,1.510559300703276,2.0437512386485346,-2.1929387312654454,-1.9245024965541566,-1.5440324552408748,1.686328204276635,-0.44347506283490884,1.349408616592009,0.14010825053080386,0.33214687532631076,-1.3068218706626131,-1.6831388082754566,-0.23839354679656413,1.5644914100361147,0.5579324552408749,0.0025237501118053627,3.6992453246908448,4.777852137610437,0.7952425383147412,0.9861,1.3147,0.9861
case5.m_7,18155.919640866377,0.03766894340515137,LOCALLY_SOLVED,FEASIBLE_POINT,FEASIBLE_POINT,1.0,6.5961637492797381e+03,4.4147563911539571e-09,2.7786106748806105e-12,3.8787951144398442e-08,3.8787951144398442e-08,5.9926366979823342e-08,6.5961637492797381e+03,0.029218350823789183,0.04977420053168362,6.390549672032525e-36,-0.06594039319980675,-0.05880007854652685,1.1000000106506147,1.0903495674906014,1.0966850487496538,1.1000000107887904,1.0854384609644805,0.7441471750457984,6.0000000599380545,0.4000000096363637,3.4932329482648714,-9.981475108391707e-9,1.500000013740276,-0.3000000044480918,1.248352515771088,2.791283571658618,-1.2750000071980918,-2.3442239382102943,-2.0080220154517376,-0.9261881127589778,1.1169133651106207,3.9999332337217486,-3.9726994141502066,2.358160977252976,2.0180199419364673,0.9286900616098032,3.9819801180015877,-3.962115981422703,-1.1134580857142908,-1.378960484792872,-1.2258384906554893,-0.023114620043859533,0.42331811437980016,0.12464720195344844,-0.3260469009468348,-0.292078584016985,1.281151312940214,0.35273139580381263,1.381865457278818,0.39286048479287206,-0.03279879716912589,4.888304094181681,0.7633191139315771,4.908766824865363,0.9861,1.3147,0.9861
case5.m_8,32644.282522000012,0.11519098281860352,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,UNKNOWN_RESULT_STATUS,1.0,0,0,0,0,0,0,0,0.04125984004425507,0.06100573600106844,6.000077369142206e-23,-0.05373385944002897,-0.041614375143241726,1.0860066933439674,1.0912696463985847,1.0795110739714058,1.100000010991316,1.0852651622111067,1.7000000169947973,5.934282246521461,0.40000000999479723,5.2000000519990905,2.000000019999091,0.2899731358742511,0.3000000098818412,-1.1632977671226683,3.2824281611904036,1.275000012631841,-1.6000835701034588,-2.398880566849228,-1.6834059470324862,1.6276476106574842,3.999955044709637,-3.5276026283771986,1.265047995371469,2.3991028108147496,1.4641453872631998,3.535179435706711,-3.9706404885906283,-1.912546192334276,-1.3362426427541862,1.2676366600995381,0.01896840251680836,0.9462174518819264,0.07329449902976598,0.2883949598973499,-0.8716842802972159,-1.2289160628701628,-0.22633708285829893,1.350110709308477,0.3501426427541958,0.06561829574749438,5.738868700395985,5.31551711186143,5.363480452508782,0.9861,1.3147,0.9861
case5.m_9,24819.641682250087,0.04852700233459473,LOCALLY_SOLVED,FEASIBLE_POINT,FEASIBLE_POINT,1.0,0,0,0,0,0,0,0,0.04717722464182869,0.06252083428317716,-2.4342147330402828e-34,-0.023224767012679233,-0.015357242869380767,1.0702407223177899,1.078376818826481,1.06517902621285,1.1000000105176122,1.0834369886835502,1.700000016500872,5.006790702603316,0.40000000966679305,5.200000047611044,0.27571269963220446,-0.09637595038743137,0.30000000732429666,-1.6043823319783248,3.900000024583908,1.2750000100742966,-0.47168724236053794,-2.385026160011549,-1.0237511298016926,1.814803331209109,2.886798118667832,-2.6016014237092757,0.47665051960351096,2.3999618398701474,1.0269423846363779,2.606828862733168,-2.8663122740289797,-1.8059110729004948,-1.566652597055035,1.6341138607665784,-0.38401291755424166,1.3374091980564942,0.12813707445446376,0.3248990741862566,-1.2956777491308047,-1.6179183834472939,-0.24353527571109032,1.5764908265274138,0.5805525970550349,0.01353605146896896,3.8900634038306725,3.9899994129407372,4.644744905335204,0.9861,1.3147,0.9861
case5.m_10,31700.650147943426,0.15367698669433594,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,UNKNOWN_RESULT_STATUS,1.0,0,0,0,0,0,0,0,0.04753348626644617,0.06273727228450461,5.738820235345396e-22,-0.022040662735585005,-0.009151824718759801,1.0710239293286803,1.0786995701858604,1.0639532578208883,1.1000000106437633,1.083125338125588,1.7000000169832508,4.990649872525099,0.40000000998325064,5.200000051994176,2.000000019996093,-0.2382994475557833,0.3000000096985434,-1.455626711698095,3.900000038172671,1.2750000124485432,-0.22471019406358153,-2.3992917717625137,-1.5744102663805788,1.8321159328755974,2.8550023039000316,-2.5871182098072003,0.11939834490893995,2.3984888589920748,1.5788352393202716,2.5921610135330244,-2.835014076542962,-1.9316979696202468,-1.5366099060853635,1.5550930190421195,-0.35894647404147023,1.3551084689616681,0.058301385380045145,0.37885347714653883,-1.316416628935023,-1.5407809885951549,-0.29488420400080534,1.5587915692110403,0.5505099060854642,0.08515427689705976,4.409424342929812,6.318862046143389,3.845875006747018,0.9861,1.3147,0.9861
